year,month,supplier,item_code,item_description,item_type,retail_sales,retail_transfers,warehouse_sales,original_description,bottle_size,bottle_category,total_sales,quarter,sales_activity
2020,1,CONSTELLATION BRANDS,78263,ARBOR MIST STRAWBERRY WH/ZIN,WINE,3.38,4.83,38.0,ARBOR MIST STRAWBERRY WH/ZIN - 1.5L,1.5L,LARGE,46.21,1,LOW
2020,1,PRESTIGE BEVERAGE GROUP OF MD LLC,78273,JOHNNY DRUM PRIVATE STOCK 101P,LIQUOR,2.89,3.0,1.0,JOHNNY DRUM PRIVATE STOCK 101P - 750ML,750ML,STANDARD,6.890000000000001,1,LOW
2020,1,MOET HENNESSY USA,78298,TERRAZAS RES MALBEC,WINE,3.98,9.0,2.0,TERRAZAS RES MALBEC - 750ML,750ML,STANDARD,14.98,1,LOW
2020,1,CONSTELLATION BRANDS,78328,ARBOR MIST PEACH CHARD,WINE,2.54,3.83,23.0,ARBOR MIST PEACH CHARD - 1.5L,1.5L,LARGE,29.37,1,LOW
2020,1,PRESTIGE BEVERAGE GROUP OF MD LLC,78336,COLOMBO DRY MARSALA,WINE,0.49,0.0,0.0,COLOMBO DRY MARSALA - 750ML,750ML,STANDARD,0.49,1,LOW
2020,1,PRESTIGE BEVERAGE GROUP OF MD LLC,78344,COLOMBO SWEET MARSALA,WINE,0.24,0.0,0.0,COLOMBO SWEET MARSALA - 750ML,750ML,STANDARD,0.24,1,LOW
2020,1,SAZERAC CO,78352,GLENFARCLAS 17YR 6/CS,LIQUOR,1.02,0.0,0.0,GLENFARCLAS 17YR 6/CS - 750ML,750ML,STANDARD,1.02,1,LOW
2020,1,FLYING DOG BREWERY LLLP,7838,FLYING DOG VARIETY PACK,BEER,133.0,131.0,301.0,FLYING DOG VARIETY PACK 2/12 NR - 12OZ,2/12NR,MULTI_PACK,565.0,1,MEDIUM
2020,1,DIAGEO NORTH AMERICA INC,78383,CAPTAIN MORGAN 100 PROOF RUM,LIQUOR,3.36,4.0,0.0,CAPTAIN MORGAN 100 PROOF RUM - 50ML,50ML,SMALL,7.359999999999999,1,LOW
2020,1,DIAGEO NORTH AMERICA INC,78385,CAPTAIN MORGAN 100 PROOF RUM,LIQUOR,14.94,21.0,0.0,CAPTAIN MORGAN 100 PROOF RUM - 750ML,750ML,STANDARD,35.94,1,LOW
2020,1,CONSTELLATION BRANDS,78387,ARBOR MIST EXOTIC FRUIT WH/ZIN,WINE,2.7,3.0,21.0,ARBOR MIST EXOTIC FRUIT WH/ZIN - 1.5L,1.5L,LARGE,26.7,1,LOW
2020,1,DIAGEO NORTH AMERICA INC,78397,CAPTAIN MORGAN 100 PROOF RUM,LIQUOR,23.92,28.0,0.0,CAPTAIN MORGAN 100 PROOF RUM - 1.75L,1.75L,LARGE,51.92,1,LOW
2020,1,CONSTELLATION BRANDS,78450,NOBILO ICON S/BLC,WINE,32.16,26.0,4.0,NOBILO ICON S/BLC - 750ML,750ML,STANDARD,62.16,1,LOW
2020,1,MOET HENNESSY USA,78501,GLENMORANGIE ORIGINAL SM SCOTC,LIQUOR,4.25,9.5,0.0,GLENMORANGIE ORIGINAL SM SCOTC - 1.75L,1.75L,LARGE,13.75,1,LOW
2020,1,JIM BEAM BRANDS CO,78512,PINNACLE MANGO VODKA,LIQUOR,0.32,1.0,0.0,PINNACLE MANGO VODKA - 750ML,750ML,STANDARD,1.32,1,LOW
2020,1,JIM BEAM BRANDS CO,78524,PINNACLE KIWI STRAWBERRY VODKA,LIQUOR,0.08,0.0,0.0,PINNACLE KIWI STRAWBERRY VODKA - 750ML,750ML,STANDARD,0.08,1,LOW
2020,1,ANHEUSER BUSCH INC,7854,NATURAL ICE CAN,BEER,9.0,16.0,639.0,NATURAL ICE 30PK CAN - 12OZ,30PK,OTHER,664.0,1,MEDIUM
2020,1,SAZERAC CO,78545,RYANS IRISH CREAM,LIQUOR,2.83,5.0,0.0,RYANS IRISH CREAM - 750ML,750ML,STANDARD,7.83,1,LOW
2020,1,JIM BEAM BRANDS CO,78556,PINNACLE GIN,LIQUOR,7.92,19.0,0.0,PINNACLE GIN - 1.75L,1.75L,LARGE,26.92,1,LOW
2020,1,E & J GALLO WINERY,78581,R ZABACO HERITAGE VINES ZIN,WINE,4.17,2.0,2.0,R ZABACO HERITAGE VINES ZIN - 750ML,750ML,STANDARD,8.17,1,LOW
2020,1,PERNOD RICARD USA LLC,78609,CHIVAS REGAL 25YR SCOTCH,LIQUOR,0.0,1.0,0.0,CHIVAS REGAL 25YR SCOTCH - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,BACARDI USA INC,78626,MARTINI & ROSSI PROSECCO,WINE,0.58,0.0,1.0,MARTINI & ROSSI PROSECCO - 187ML,187ML,SMALL,1.58,1,LOW
2020,1,BROWN-FORMAN BEVERAGES WORLDWIDE,78659,EL JIMADOR REPOSADO W/GLASS,LIQUOR,0.85,0.0,0.0,EL JIMADOR REPOSADO W/GLASS - 750ML,750ML,STANDARD,0.85,1,LOW
2020,1,CONSTELLATION BRANDS,78679,CASA NOBLE CRYSTAL TEQUILA,LIQUOR,14.09,19.0,4.0,CASA NOBLE CRYSTAL TEQUILA - 750ML,750ML,STANDARD,37.09,1,LOW
2020,1,DIAGEO NORTH AMERICA INC,78691,CROWN ROYAL XO,LIQUOR,6.45,3.0,0.0,CROWN ROYAL XO - 750ML,750ML,STANDARD,9.45,1,LOW
2020,1,MARK ANTHONY BRANDS INC,7870,MIKES HARD BLACK CHERRY,BEER,18.75,22.0,121.0,MIKES HARD BLACK CHERRY 4/6NR - 11.2OZ,4/6NR,MULTI_PACK,161.75,1,MEDIUM
2020,1,WILLIAM GRANT AND SONS INC,78716,BALVENIE TUN 1509,LIQUOR,0.66,0.0,0.0,BALVENIE TUN 1509 - 750ML,750ML,STANDARD,0.66,1,LOW
2020,1,LUXCO SPIRITED BRANDS,78721,EL MAYOR BLANCO,LIQUOR,0.85,0.0,0.0,EL MAYOR BLANCO - 750ML,750ML,STANDARD,0.85,1,LOW
2020,1,DIAGEO NORTH AMERICA INC,78723,CAPTAIN MORGAN BLACK SPICED RUM 94.6,LIQUOR,7.46,7.0,0.0,CAPTAIN MORGAN BLACK SPICED RUM 94.6 - 750ML,750ML,STANDARD,14.46,1,LOW
2020,1,BROWN-FORMAN BEVERAGES WORLDWIDE,78734,JACK DANIELS TENNESSEE HONEY,LIQUOR,27.6,31.0,0.0,JACK DANIELS TENNESSEE HONEY - 1.75L,1.75L,LARGE,58.6,1,LOW
2020,1,BACCHUS IMPORTERS LTD,78735,MARQUES DE CACERAS RIOJA WHITE,WINE,0.98,2.0,2.0,MARQUES DE CACERAS RIOJA WHITE - 750ML,750ML,STANDARD,4.98,1,LOW
2020,1,BACCHUS IMPORTERS LTD,78736,JEPPSONS MALORT,LIQUOR,0.25,1.0,0.0,JEPPSONS MALORT - 750ML,750ML,STANDARD,1.25,1,LOW
2020,1,CAMPARI AMERICA LLC,78739,ANCHO REYES CHILE LIQUEUR,LIQUOR,4.03,13.0,0.0,ANCHO REYES CHILE LIQUEUR - 750ML,750ML,STANDARD,17.03,1,LOW
2020,1,DIAGEO NORTH AMERICA INC,78746,CAPTAIN MORGAN BLACK SPICED RUM 94.6,LIQUOR,13.89,13.0,0.0,CAPTAIN MORGAN BLACK SPICED RUM 94.6 - 1.75L,1.75L,LARGE,26.89,1,LOW
2020,1,PARK STREET IMPORTS LLC,78757,CARAVEDO MOSTO VERDE PISCO,LIQUOR,5.41,10.0,0.0,CARAVEDO MOSTO VERDE PISCO  - 750ML,750ML,STANDARD,15.41,1,LOW
2020,1,SAZERAC CO,78786,SPEYBURN HIGHLAND 10YR,LIQUOR,1.02,1.0,0.0,SPEYBURN HIGHLAND 10YR - 750ML,750ML,STANDARD,2.02,1,LOW
2020,1,DIAGEO NORTH AMERICA INC,78794,CAPTAIN MORGAN SILVER,LIQUOR,0.88,1.0,0.0,CAPTAIN MORGAN SILVER - 750ML,750ML,STANDARD,1.88,1,LOW
2020,1,BOSTON BEER CORPORATION,78832,DOGFISH HEAD RAISON D'EXT,BEER,0.42,0.0,0.0,DOGFISH HEAD RAISON D'EXT 6/4 NR,6/4NR,MULTI_PACK,0.42,1,LOW
2020,1,BACCHUS IMPORTERS LTD,78848,MATHILDE PEAR,LIQUOR,0.0,0.0,1.0,MATHILDE PEAR - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,RELIABLE CHURCHILL LLLP,78883,BOORDY BLUSH CRAB,WINE,3.66,7.0,2.0,BOORDY BLUSH CRAB - 750ML,750ML,STANDARD,12.66,1,LOW
2020,1,BACARDI USA INC,78971,DEWARS 15YR SCOTCH,LIQUOR,0.68,2.0,2.0,DEWARS 15YR SCOTCH - 750ML,750ML,STANDARD,4.68,1,LOW
2020,1,DIAGEO NORTH AMERICA INC,78988,CROWN ROYAL RESERVE,LIQUOR,0.0,0.0,0.0,CROWN ROYAL RESERVE - 375ml,375ML,MEDIUM,0.0,1,NO_SALES
2020,1,DIAGEO NORTH AMERICA INC,79001,ORPHAN BARREL FORAGERS KEEP 26YR,LIQUOR,0.34,0.0,0.0,ORPHAN BARREL FORAGERS KEEP 26YR -750ML,750ML,STANDARD,0.34,1,LOW
2020,1,GAMBRINUS,79022,SHINER HOLIDAY CHEER,BEER,0.75,0.0,0.0,SHINER HOLIDAY CHEER  4/6NR - 12OZ,4/6NR,MULTI_PACK,0.75,1,LOW
2020,1,LUNEAU USA INC,79049,PECHE IMPERIALE,WINE,3.57,6.0,2.0,PECHE IMPERIALE - 750ML,750ML,STANDARD,11.57,1,LOW
2020,1,CONSTELLATION BRANDS,79051,SVEDKA CITRON VODKA,LIQUOR,5.08,4.0,0.0,SVEDKA CITRON VODKA - 1.75L,1.75L,LARGE,9.08,1,LOW
2020,1,BACARDI USA INC,79081,MARTINI & ROSSI ASTI,WINE,12.04,21.0,22.0,MARTINI & ROSSI ASTI - 750ML,750ML,STANDARD,55.04,1,LOW
2020,1,MOET HENNESSY USA,79103,MOET & CHANDON IMPERIAL,WINE,1.16,2.0,1.0,MOET & CHANDON IMPERIAL - 375ML,375ML,MEDIUM,4.16,1,LOW
2020,1,MOET HENNESSY USA,79111,MOET & CHANDON NECTAR IMPERIAL,WINE,11.66,6.0,0.0,MOET & CHANDON NECTAR IMPERIAL - 750ML,750ML,STANDARD,17.66,1,LOW
2020,1,JIM BEAM BRANDS CO,79112,EFFEN RASPBERRY VANILLA VODKA,LIQUOR,4.56,4.0,0.0,EFFEN RASPBERRY VANILLA VODKA - 750ML,750ML,STANDARD,8.559999999999999,1,LOW
2020,1,UNITED STATES DISTILLED PRODUCTS,79120,TOSTI ASTI SPUMANTE,WINE,0.0,0.0,3.0,TOSTI ASTI SPUMANTE - 750ML,750ML,STANDARD,3.0,1,LOW
2020,1,PABST BREWING CO,79154,SCHLITZ BULL ICE CANS 12/CS,BEER,0.0,0.0,43.0,SCHLITZ BULL ICE CANS 12/CS - 24OZ,24OZ,OTHER,43.0,1,LOW
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,79161,TOMBO SHOCHU SOJU,LIQUOR,0.08,0.0,0.0,TOMBO SHOCHU SOJU - 750ML,750ML,STANDARD,0.08,1,LOW
2020,1,MOET HENNESSY USA,79227,DOM PERIGNON - GB,WINE,0.0,2.0,2.0,DOM PERIGNON - GB 750ML,750ML,STANDARD,4.0,1,LOW
2020,1,MOET HENNESSY USA,79250,DOM PERIGNON - NAKED BTL,WINE,5.37,4.0,0.0,DOM PERIGNON - NAKED  BTL 750ML,750ML,STANDARD,9.370000000000001,1,LOW
2020,1,HEAVEN HILL DISTILLERIES INC,79335,ELIJAH CRAIG BARREL STRENGTH 12YR,LIQUOR,32.05,34.0,0.0,ELIJAH CRAIG BARREL STRENGTH 12YR - 750ML,750ML,STANDARD,66.05,1,LOW
2020,1,FREIXENET MIONETTO USA INC,79340,FREIXENET CORDON NEGRO BRUT,WINE,29.12,20.0,2.0,FREIXENET CORDON NEGRO BRUT - 1.5L,1.5L,LARGE,51.120000000000005,1,LOW
2020,1,PROXIMO SPIRITS INC,79354,JOSE CUERVO AUTHENTIC LIGHT MARG,LIQUOR,20.26,24.0,0.0,JOSE CUERVO AUTHENTIC LIGHT MARG - 1.75L,1.75L,LARGE,44.260000000000005,1,LOW
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,79356,FIGENZA FIG VODKA,LIQUOR,0.0,1.0,0.0,FIGENZA FIG VODKA - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,KOBRAND CORPORATION,79359,TAITTINGER BRUT LA FRANCAISE,WINE,5.2,2.0,2.0,TAITTINGER BRUT LA FRANCAISE - 750ML,750ML,STANDARD,9.2,1,LOW
2020,1,FREIXENET MIONETTO USA INC,79375,FREIXENET CARTA NEVADA BRUT,WINE,21.68,37.0,3.0,FREIXENET CARTA NEVADA BRUT - 750ML,750ML,STANDARD,61.68,1,LOW
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,79380,ILEGAL JOVEN MEZCAL,LIQUOR,6.95,11.0,1.0,ILEGAL JOVEN MEZCAL - 750ML,750ML,STANDARD,18.95,1,LOW
2020,1,FREIXENET MIONETTO USA INC,79383,FREIXENET CARTA NEV SEMI SECO,WINE,21.78,21.92,2.0,FREIXENET CARTA NEV SEMI SECO - 750ML,750ML,STANDARD,45.7,1,LOW
2020,1,FREIXENET MIONETTO USA INC,79391,FREIXENET CORDON NEGRO BRUT,WINE,26.24,10.0,51.0,FREIXENET CORDON NEGRO BRUT - 750ML,750ML,STANDARD,87.24,1,LOW
2020,1,THE EDRINGTON GROUP USA LLC,79392,BRUGAL ESPECIAL EXTRA DRY RUM,LIQUOR,1.65,1.0,0.0,BRUGAL ESPECIAL EXTRA DRY RUM - 750ML,750ML,STANDARD,2.65,1,LOW
2020,1,WESTERN SPIRITS BEVERAGE COMPANY LLC,79401,BIRD DOG BLACKBERRY WHISKEY,LIQUOR,4.23,2.0,0.0,BIRD DOG BLACKBERRY WHISKEY - 750ML,750ML,STANDARD,6.23,1,LOW
2020,1,FREIXENET MIONETTO USA INC,79405,FREIXENET CORDON NEGRO EX DRY,WINE,11.97,4.0,10.0,FREIXENET CORDON NEGRO EX DRY - 750ML,750ML,STANDARD,25.97,1,LOW
2020,1,WESTERN SPIRITS BEVERAGE COMPANY LLC,79412,LEXINGTON BOURBON WHISKEY,LIQUOR,2.2,0.0,0.0,LEXINGTON BOURBON WHISKEY - 750ML,750ML,STANDARD,2.2,1,LOW
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,79413,MOMOKAWA SILVER SAKE,WINE,0.41,1.0,0.0,MOMOKAWA SILVER SAKE - 750ML,750ML,STANDARD,1.41,1,LOW
2020,1,FREIXENET MIONETTO USA INC,79421,FREIXENET CORDON NEGRO BRUT,WINE,35.0,26.0,25.0,FREIXENET CORDON NEGRO BRUT - 187ML,187ML,SMALL,86.0,1,LOW
2020,1,MOET HENNESSY USA,79441,GLENMORANGIE BACALTA,LIQUOR,0.17,0.0,0.0,GLENMORANGIE BACALTA - 750ML,750ML,STANDARD,0.17,1,LOW
2020,1,DIAGEO NORTH AMERICA INC,79472,SMIRNOFF VODKA - CITRUS TW,LIQUOR,8.77,11.0,1.0,SMIRNOFF VODKA - CITRUS TW - 1L,1L,LARGE,20.77,1,LOW
2020,1,BACARDI USA INC,79502,MARTINI & ROSSI DRY VERMOUTH,WINE,16.43,16.0,2.0,MARTINI & ROSSI DRY VERMOUTH - 1L,1L,LARGE,34.43,1,LOW
2020,1,PERNOD RICARD USA LLC,79507,CHIVAS REGAL 13YR,LIQUOR,2.55,25.0,0.0,CHIVAS REGAL 13YR - 750ML,750ML,STANDARD,27.55,1,LOW
2020,1,BACARDI USA INC,79510,MARTINI & ROSSI SWEET VERMOUTH - LITER,WINE,21.81,1.0,1.0,MARTINI & ROSSI SWEET VERMOUTH  - LITER,1L,LARGE,23.81,1,LOW
2020,1,BACARDI USA INC,79529,MARTINI & ROSSI SWEET VERMOUTH,WINE,49.82,43.0,8.0,MARTINI & ROSSI SWEET VERMOUTH - 1.5L,1.5L,LARGE,100.82,1,MEDIUM
2020,1,BACARDI USA INC,79537,MARTINI & ROSSI SWEET VERMOUTH,WINE,30.65,32.0,17.0,MARTINI & ROSSI SWEET VERMOUTH -750ML,750ML,STANDARD,79.65,1,LOW
2020,1,E & J GALLO WINERY,79553,ANDRE PEACH MOSCATO,WINE,2.19,3.0,7.0,ANDRE PEACH MOSCATO - 750ML,750ML,STANDARD,12.19,1,LOW
2020,1,BROWN-FORMAN BEVERAGES WORLDWIDE,79569,JACK DANIELS SINGLE BARREL RYE,LIQUOR,1.52,0.0,0.0,JACK DANIELS SINGLE BARREL RYE - 750ML,750ML,STANDARD,1.52,1,LOW
2020,1,LABATT USA OPERATING CO LLC,79588,SEAGRAM CALYPSO COLADA,BEER,1.53,3.0,68.0,SEAGRAM CALYPSO COLADA 6/4NR - 355ML,6/4NR,MULTI_PACK,72.53,1,LOW
2020,1,E & J GALLO WINERY,79600,DAVINCI CHIANTI DOCG,WINE,16.35,16.0,30.0,DAVINCI CHIANTI DOCG - 750ML,750ML,STANDARD,62.35,1,LOW
2020,1,BACARDI USA INC,79618,MARTINI & ROSSI DRY VERMOUTH,WINE,34.27,28.0,1.0,MARTINI & ROSSI DRY VERMOUTH - 1.5L,1.5L,LARGE,63.27,1,LOW
2020,1,BACARDI USA INC,79642,MARTINI & ROSSI SWEET VERMOUTH,WINE,11.46,6.0,2.0,MARTINI & ROSSI SWEET VERMOUTH - 375ML,375ML,MEDIUM,19.46,1,LOW
2020,1,BACARDI USA INC,79647,BACARDI PINEAPPLE FUSION,LIQUOR,8.14,0.0,0.0,BACARDI PINEAPPLE FUSION - 1.75L,1.75L,LARGE,8.14,1,LOW
2020,1,BACARDI USA INC,79650,MARTINI & ROSSI DRY VERMOUTH,WINE,27.87,32.17,11.83,MARTINI & ROSSI DRY VERMOUTH - 750ML,750ML,STANDARD,71.87,1,LOW
2020,1,MHW LTD,79658,ASTEGGIANA GRAPPA,LIQUOR,2.87,5.0,0.0,ASTEGGIANA GRAPPA - 750ML,750ML,STANDARD,7.87,1,LOW
2020,1,CAMPARI AMERICA LLC,79668,ESPOLON BLANCO TEQ,LIQUOR,80.72,82.0,23.0,ESPOLON BLANCO TEQ - 750ML,750ML,STANDARD,185.72,1,MEDIUM
2020,1,BACARDI USA INC,79669,MARTINI & ROSSI DRY VERMOUTH,WINE,16.29,18.0,2.0,MARTINI & ROSSI DRY VERMOUTH - 375ML,375ML,MEDIUM,36.29,1,LOW
2020,1,BACARDI USA INC,79677,NOILLY PRATT DRY VERMOUTH,WINE,6.49,4.0,1.0,NOILLY PRATT DRY VERMOUTH - 750ML,750ML,STANDARD,11.49,1,LOW
2020,1,CAMPARI AMERICA LLC,79680,ESPOLON REPOSADO TEQ,LIQUOR,62.0,64.33,1.0,ESPOLON REPOSADO TEQ - 750ML,750ML,STANDARD,127.33,1,MEDIUM
2020,1,BACARDI USA INC,79693,NOILLY PRATT SWEET VERMOUTH,WINE,7.61,4.92,0.0,NOILLY PRATT SWEET VERMOUTH - 750ML,750ML,STANDARD,12.530000000000001,1,LOW
2020,1,BACARDI USA INC,79706,BACARDI PINEAPPLE FUSION,LIQUOR,3.06,6.0,0.0,BACARDI PINEAPPLE FUSION - 1L,1L,LARGE,9.06,1,LOW
2020,1,LUXCO SPIRITED BRANDS,79707,STOCK ITALIAN DRY VERMOUTH,WINE,4.2,1.0,0.0,STOCK ITALIAN DRY VERMOUTH - 1.5L,1.5L,LARGE,5.2,1,LOW
2020,1,LUXCO SPIRITED BRANDS,79715,STOCK ITALIAN DRY VERMOUTH,WINE,0.0,0.0,1.0,STOCK ITALIAN DRY VERMOUTH - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,PALM BAY IMPORTS,79731,CINZANO DRY VERMOUTH,WINE,2.27,0.0,0.0,CINZANO DRY VERMOUTH - 750ML,750ML,STANDARD,2.27,1,LOW
2020,1,SAZERAC CO,79739,YUKON JACK LIQUEUR,LIQUOR,1.17,0.0,0.0,YUKON JACK LIQUEUR - 1.75L,1.75L,LARGE,1.17,1,LOW
2020,1,PALM BAY IMPORTS,79740,CINZANO SWEET VERMOUTH,WINE,11.65,14.0,3.0,CINZANO SWEET VERMOUTH - 750ML,750ML,STANDARD,28.65,1,LOW
2020,1,WESTERN SPIRITS BEVERAGE COMPANY LLC,79741,BIRD DOG PEPPERMINT MOONSHINE,LIQUOR,0.68,0.0,0.0,BIRD DOG PEPPERMINT MOONSHINE - 750ML,750ML,STANDARD,0.68,1,LOW
2020,1,LUXCO SPIRITED BRANDS,79758,LIONELLO STOCK ITALIAN SWEET VERMOUTH,WINE,9.63,0.0,0.0,LIONELLO STOCK ITALIAN SWEET VERMOUTH - 1.5L,1.5L,LARGE,9.63,1,LOW
2020,1,JIM BEAM BRANDS CO,79769,GLEN GARIOCH 12 YR,LIQUOR,0.84,0.0,0.0,GLEN GARIOCH 12 YR - 750ML,750ML,STANDARD,0.84,1,LOW
2020,1,JIM BEAM BRANDS CO,79801,GLEN GARIOCH FOUNDERS RESERVE,LIQUOR,0.51,0.0,0.0,GLEN GARIOCH FOUNDERS RESERVE - 750ML,750ML,STANDARD,0.51,1,LOW
2020,1,PERNOD RICARD USA LLC,79802,MALIBU SUNSHINE,LIQUOR,0.08,0.0,0.0,MALIBU SUNSHINE - 750ML,750ML,STANDARD,0.08,1,LOW
2020,1,DIAGEO NORTH AMERICA INC,79813,SMIRNOFF VODKA - KISS CARAMEL,LIQUOR,7.64,9.0,0.0,SMIRNOFF VODKA - KISS CARAMEL - 750ML,750ML,STANDARD,16.64,1,LOW
2020,1,SAZERAC CO,79879,CHILA 'ORCHATA,LIQUOR,0.8,2.0,0.0,CHILA 'ORCHATA - 750ML,750ML,STANDARD,2.8,1,LOW
2020,1,WILLIAM GRANT AND SONS INC,79881,BALVENIE 17YR DOUBLE WOOD SM SCOTCH,LIQUOR,0.5,0.0,0.0,BALVENIE 17YR DOUBLE WOOD SM SCOTCH - 750ML,750ML,STANDARD,0.5,1,LOW
2020,1,CONSTELLATION BRANDS,79901,TOASTED HEAD CAB,WINE,0.9,1.0,2.0,TOASTED HEAD CAB - 750ML,750ML,STANDARD,3.9,1,LOW
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,79936,TOASTED HEAD MER,WINE,0.32,0.0,0.0,TOASTED HEAD MER - 750ML,750ML,STANDARD,0.32,1,LOW
2020,1,PERNOD RICARD USA LLC,79944,KENWOOD ZIN,WINE,3.68,0.0,1.0,KENWOOD ZIN - 750ML,750ML,STANDARD,4.68,1,LOW
2020,1,WILLIAM GRANT AND SONS INC,79947,BALVENIE 12YR SINGLE BARREL,LIQUOR,9.18,11.0,1.0,BALVENIE 12YR SINGLE BARREL - 750ML,750ML,STANDARD,21.18,1,LOW
2020,1,THE BROOKLYN BREWERY CORPORATION,79955,BROOKLYN BEL AIR,BEER,0.0,0.0,5.0,BROOKLYN BEL AIR 4/6 NR - 12OZ,4/6NR,MULTI_PACK,5.0,1,LOW
2020,1,CASTLE BRANDS USA CORP,79967,KNAPPOGUE CASTLE 14YR IRISH WSKY,LIQUOR,0.51,2.0,0.0,KNAPPOGUE CASTLE 14YR IRISH WSKY - 750ML,750ML,STANDARD,2.51,1,LOW
2020,1,HEAVEN HILL DISTILLERIES INC,79979,EVAN WILLIAMS SINGLE BARREL,LIQUOR,58.18,49.0,0.0,EVAN WILLIAMS SINGLE BARREL - 750ML,750ML,STANDARD,107.18,1,MEDIUM
2020,1,BROWN-FORMAN BEVERAGES WORLDWIDE,79986,WOODFORD RES DOUBLE OAK BOURBON,LIQUOR,51.52,46.0,1.0,WOODFORD RES DOUBLE OAK BOURBON - 750ML,750ML,STANDARD,98.52000000000001,1,LOW
2020,1,PROXIMO SPIRITS INC,79988,1800 TEQ RESERVA COCONUT,LIQUOR,12.25,12.0,0.0,1800 TEQ RESERVA COCONUT - 750ML,750ML,STANDARD,24.25,1,LOW
2020,1,BACARDI USA INC,79989,ANGELS ENVY BOURBON PORT FINISH,LIQUOR,31.97,16.0,1.0,ANGELS ENVY BOURBON PORT FINISH - 750ML,750ML,STANDARD,48.97,1,LOW
2020,1,SAZERAC CO,79991,BALLANTINE'S 12YR SCOTCH,LIQUOR,0.32,0.0,0.0,BALLANTINE'S 12YR SCOTCH - 750ML,750ML,STANDARD,0.32,1,LOW
2020,1,THE EDRINGTON GROUP USA LLC,79992,NAKED GROUSE,LIQUOR,1.86,0.0,0.0,NAKED GROUSE - 750ML,750ML,STANDARD,1.86,1,LOW
2020,1,HEAVEN HILL DISTILLERIES INC,79993,EVAN WILLIAMS APPLE CIDER BOURBON,LIQUOR,2.8,0.0,0.0,EVAN WILLIAMS APPLE CIDER BOURBON - 750ML,750ML,STANDARD,2.8,1,LOW
2020,1,PERNOD RICARD USA LLC,79994,ABERLOUR 12 YR SM SCOTCH 6/CS,LIQUOR,13.56,11.0,0.0,ABERLOUR 12 YR SM SCOTCH 6/CS - 750ML,750ML,STANDARD,24.560000000000002,1,LOW
2020,1,JIM BEAM BRANDS CO,79996,LAPHROAIG CAIRDEAS,LIQUOR,1.02,1.0,0.0,LAPHROAIG CAIRDEAS - 750ML,750ML,STANDARD,2.02,1,LOW
2020,1,REMY COINTREAU USA,79997,REMY MARTIN V,LIQUOR,5.43,4.0,0.0,REMY MARTIN V - 750ML,750ML,STANDARD,9.43,1,LOW
2020,1,SAZERAC CO,79999,CONCANNON IRISH WHISKEY,LIQUOR,0.85,0.0,0.0,CONCANNON IRISH WHISKEY - 750ML,750ML,STANDARD,0.85,1,LOW
2020,1,NEW BELGIUM BREWING INC,80000,NB VOODOO RANGER JUICY HAZE IPA,BEER,8.75,13.0,48.0,NB VOODOO RANGER JUICY HAZE IPA 4/6 CAN,4/6CAN,MULTI_PACK,69.75,1,LOW
2020,1,THE WINE GROUP,80002,BIG HOUSE BIRDMAN P/GRIG,WINE,1.35,0.0,5.0,BIG HOUSE BIRDMAN P/GRIG - 3L,3L,LARGE,6.35,1,LOW
2020,1,SUTTER HOME WINERY INC,80004,SUTTER HOME MOSCATO,WINE,9.7,12.0,40.0,SUTTER HOME MOSCATO - 750ML,750ML,STANDARD,61.7,1,LOW
2020,1,THE WINE GROUP,80007,FLIPFLOP MOSCATO,WINE,0.0,0.0,2.0,FLIPFLOP MOSCATO - 1.5L,1.5L,LARGE,2.0,1,LOW
2020,1,THE WINE GROUP,80009,FLIPFLOP PINOT GRIGIO,WINE,4.2,3.0,2.0,FLIPFLOP PINOT GRIGIO - 1.5L,1.5L,LARGE,9.2,1,LOW
2020,1,E & J GALLO WINERY,80010,NAKED GRAPE P/NOIR,WINE,2.04,0.0,0.0,NAKED GRAPE P/NOIR - 3L,3L,LARGE,2.04,1,LOW
2020,1,C MONDAVI & SONS,80012,CK MONDAVI MER,WINE,22.61,17.5,8.0,CK MONDAVI MER - 1.5L,1.5L,LARGE,48.11,1,LOW
2020,1,FREDERICK WILDMAN & SONS,80013,BOLLA P/NOIR,WINE,2.69,4.0,1.0,BOLLA P/NOIR - 1.5L,1.5L,LARGE,7.6899999999999995,1,LOW
2020,1,THE WINE GROUP,80014,BIG HOUSE CARDINAL ZIN,WINE,1.5,0.0,0.0,BIG HOUSE CARDINAL ZIN - 3L,3L,LARGE,1.5,1,LOW
2020,1,FREDERICK WILDMAN & SONS,80021,BOLLA P/NOIR,WINE,0.0,0.0,1.0,BOLLA P/NOIR - 750ML,750ML,STANDARD,1.0,1,LOW
